amble,n/v. 漫步; 闲逛：walk slowly;  leisurely;  stroll,1
ambrosial,adj.（食物）特别美味的; 香的：extremely pleasing,1
ameliorate,v. 改善; 改进：become better;  improve,1
amenable?????,adj. easily persuaded顺从的; 服从的：yield;  submit,1
amenity?????,n.（环境、设备等的）舒适; 人性化：comfort #n. 融洽; 和谐：pleasant;  agreeable,1
amiable?????,adj. 好脾气; 友好易相处的：friendly,1
amicable?????,adj. 友善的：friendly;  amiable,1
amity?????,n. 友好关系; 亲善和睦：friendship;  friendly,1
amorphous?????,adj. 无固定形状的：definite;  shapeless #adj. 不可归类的：unclassifiable,1
analgesic?????,n. 镇痛剂：medication;  reduce;  eliminates pain,1
anarchist?????,n. 反抗权威的人：rebels against any authority,1
anathema?????,n. 诅咒：curse,1
ancillary?????,adj. 次要的：secondary importance #adj. 辅助的; 补充的：auxiliary;  supplementary,1
anecdote?????,n. 短小有趣的故事：short narrative;  interesting;  amusing,1
anemic?????,adj. 缺乏力量、活力、精神的：lacking force,1
anesthetic?????,n. 止痛剂：relieves pain #adj. 无感觉的; 麻木的：lacking awareness or sensitivity,1
animate?????,adj. 活的：有活力的：life #v. 使有活力; 支持：high-spirited energy #v. 使行动; 驱使：action #v. 使活灵活现; 使栩栩如生：lifelike movement,1
animus?????,n. 敌意：spiteful;  malevolent;  enmity,1
annoy?????,v. 不断烦扰：disturb;  repeated,1
annul?????,v. 宣告无效; 取消：legally invalid #v. 抵消：balance;  ineffective,1
anomalous,adj. 不普通的;  不平常的：out;  ordinary #adj.  反常的; 不正常的：departing,1
anonymous????,adj. 匿名的：not named;  identified #adj. 无特色的：lacking individuality,1
antagonize? ?????,v. 与...敌对; 反对：opposition;  counteract #v. 激怒：incur;  provoke;  hostility,1
antediluvian????,adj. 非常古老的; 过时的：extremely old;  antiquated #n. 保守的人：old-fashioned,1
anterior?????,adj. 前面的：before,1
antic?????,adj. 滑稽可笑的：clownish,1
apathy?????,n. 冷漠; 缺乏情感：lack;  feeling;  emotion #n. 缺乏兴趣; 不关心：lack;  interest;  concern,1
aphorism?????,n. 格言; 警句：short witty,1
apocalyptic?????,adj. 预言的; 启示的：prophetic #adj. 重要的; 转折点的：major turning,1
apocryphal??????,adj. 假的：doubtful authenticity;  spurious,1
apoplectic???????,adj. 极度愤怒的：extremely angry;  furious,1
apostasy?????,n. 放弃宗教信仰：renunciation;  faith #n. 变节; 背叛：abandonment;  previous loyalty,1
appall??????,v. 使惊恐：consternation,1
appeal?????,n. 申请：application #n. 起诉：charge;  crime;  accuse,1
appealing???,adj. 吸引人的：attractive;  inviting,1
applause?? ???,n. 鼓掌; 认可：approval,1
apposite?????,adj. 相关的; 合适的：pertinent;  appropriate,1
appreciable?????,adj. 可感知的; 明显的：perceptible,1
apprehension?????,n. 忧虑; 恐惧：suspicion;  fear #n. 逮捕：arrestment #n. 理解：understand,1
apprise??????,v. 通知; 告知：inform,1
approbation?????,n. 同意：approval,1
appropriate?????,v. 私自挪用：take possession;  without permission #adj. 适当的：suitable;  fitting,1
apropos?????,adj. 相关的：relevant #prep. 关于; 有关：having to do with,1
apt?????,adj. 恰当的; 合适的：suitable;  appropriate #adj. 有倾向的; 可能的：tendency;  likely #adj. 聪明的：intelligent;  responsive,1
archaic?????,QA:adj. 过时的; 久远的：no;  current;  antiquated,1
archetype? ????,n. 典范; 榜样：ideal #n. 先驱; 鼻祖：earlier #n. 原型：copies,1
ardor?????,n. 狂热：strong enthusiasm;  devotion;  zeal,1
arduous?????,adj. 难以做到的; 费劲的：difficult,1
argot?????,n. 隐语; 黑话; 行话：specialized;  particular,1
arrest??????,v. 使不活跃：inactive # n/v. 停止：stopping;  standstill #v. 逮捕：keep #v. 吸引（某人）注意力：hold;  attention,1
arresting???,adj. 吸引人的：attracting;  striking,1
arrhythmic?????,adj. 不规律的：lacking;  regularity,1
arrogance?????,n. 傲慢; 自大：overbearing pride,1
articulate?????,v. 清晰地表达：clearly;  distinctly #adj. 表达清晰的：able;  express;  clearly,1
ascendant?????,adj. 有影响力的; 主宰的：dominant;  influence;  superior #adj. 上升的：upward;  rising,1
ascetic?????,adj. 苦行的; 克己的; 禁欲的：self-denial #n. 禁欲者：person;  self-discipline,1
aseptic??????,adj. 消毒的; 无菌的：preventing infection #adj. 缺乏活力的：lacking vitality #adj. 冷漠的：lacking emotion,1
askew? ????,adj/adv. 不成直线的（地）; 歪的（地）：awry,1
aspect?????,n. 外表; 容貌：appearance,1
asperity?????,n.（举止、性情）粗暴：roughness # n.（环境）艰苦：rigor;  severity,1
aspersion?????,n. 诽谤; 中伤：harm;  reputation,1
aspirant?????,n. 有抱负者; 有野心者：aspires #adj. 想成为···的：seeking,1
assent???,v. 同意：agree,1
assert?????,v. 断言; 肯定地说出：declare;  forcefully;  aggressively,1
assertive???,adj. 自信的：bold;  assertion;  self-assured,1
assess?????,v. 评估（重要性、尺寸、价值等）：determine #v. 征收费用（如罚款）：charge;  penalty,1
assiduous?????,adj. 勤勉的; 专心仔细的：careful,1
assuage????????,v. 缓和; 减轻：lessen;  intensity #v. 平息; 抚慰：pacify;  calm #v. 使满足：satisfying,1
astounding?????,adj. 令人吃惊的; 出乎意料的：astonishment;  amazement,1
astute,adj. 机敏的; 有洞察力的：shrewdness;  perspicacity,1
asunder,adv. 分离成多部分或多片地：separate parts;  pieces #adv. 分离地：apart,1
asylum??????,n. 收容所; 保护所：refuge;  protection,1
asymmetrical?????,adj. 不平衡的; 不对称的：no balance;  symmetry,1
atone?????,v. 赎罪; 弥补：amends,1
atrocious?????,adj. 极坏的; 极其残忍的：extremely wicked #adj. 让人极为不满的：extremely unsatisfactory,1
attenuate,adj. 降低（数量、力量、价值）：lessen,1
audacious,adj. 大胆的; （但往往）愚勇的：fearlessly;  recklessly #adj. 蔑视（法律、礼节）的; 无礼的：contemptuous of law #adj. 乐于冒险的：take risks # 大胆创新的：verve,1
augur,n. 预言家：predicts #v.  出现好兆头：signs of;  successful outcome #v. 预言：tell;  beforehand,1
authentic,adj. 真实的; 非仿造的：exactly #adj. 准确的; 相符的：original,1
authority,n.（某领域的）权威人士：a high level of knowledge # 管辖权; 控制：lawful control # 影响力：power to direct # （管束他人的）权力：right;  control others # 根据; 理由：warrant,1
autocracy,n. 独裁政府：government;  unlimited power,1
autonomy,n. 政治上的独立：self-governing #n. 自我主导的自由; （尤其是）精神独立：independence,1
avarice,n. 贪财; 贪婪：insatiable,1
aver,v. 声称为真：state;  forcefully # v.（态度强硬而明确地）声明：state clearly,1
aversion,n. 非常讨厌; 极厌恶：dislike #n. 令人厌恶的事物：someone that is hated,1
avid,adj. 急切渴望的：enthusiasm #adj. 贪婪（钱财）的：eager;  for material possessions,1
awash,adj. 被淹没的：by water # adj.（如洪水般）泛滥的：filled;  covered;  overrun,1
awe,n/v. 敬畏：dread;  veneration;  wonder,1
awkward,adj. 缺乏灵活性和技巧的：lacking dexterity # （处理问题）缺乏手段和智谋的：a lack of skill and tact # 臃肿笨拙的; 不优雅的：lacking ease # 令人尴尬的：embarrassment # （因过大或过重设计问题）难以操作的：difficult to use,1
awning,n. 雨篷; 遮阳篷：shelter,1
awry,adj. 弯曲的; 扭曲的：turned;  twisted #adj. 走样的（地）; 出差错的（地）：off;  course,1
axiomatic,adj. 公理的：axiom #adj. 不言自明的：self-evident,1
babble,v. 发出含糊无意义的嘟囔声; 胡乱说：utter;  meaningless #v. 闲聊：rambling conversation,1
backhanded,adj. 间接的; 含沙射影的; 虚情假意的：indirect,1
badger,v. 不断纠缠或骚扰：harass;  persistently,1
badinage,n. 打趣; 善意的玩笑：banter,1
bait,v. 逗弄; 激怒：persecute;  exasperate #v. 引诱：lead away #v. 诱饵：something;  luring,1
bale,n. 痛苦; 悲哀：sorrow,1
baleful,adj. 有害的：harmful #adj. 凶兆的; 凶恶的：evil #adj. 致命的：causing death,1
balk,v. 阻碍：check;  obstacle #v. 不愿接受; 拒绝：unwillingness,1
balky,adj. 不服管束的; 倔强的：refusing,1
ballad,n.（由简单诗节和叠句组成的）民歌：poem,1
balloon,v.迅速增加：increase,1
balm,n. 香油; 止痛膏; 安慰物：sweet-smelling oil;  soothe #n. 香气：pleasant smell,1
banal,adj. 非原创的; 陈腐的：trite,1
bane,n. 祸根：ruin #n. 有害物质：kill or injure a living thing,1
banish,v. 驱逐出境：leave;  country #v. 赶出：force out,1
banter,n/v. 幽默、打趣的（地）谈话：humored,1
barb,n. 尖锐而严厉的批评：critical,1
barbarous,adj.野蛮的; 凶残的：mercilessly #adj. 未开化的：uncivilized,1
barefaced,adj. 公然的; 厚颜无耻的：brazen,1
bargain,n. 协议：agreement #v. 讨价还价：negotiate,1
baroque,adj. 装饰华丽的; 过分雕琢的; 复杂的：extravagance;  complexity;  flamboyance #adj.（程度上）过分的：beyond;  limit,1
barrage,n. 弹幕：curtain #n. 有压倒之势的、集中倾泻的（如言语）：overwhelming;  outpouring # v.（同时）袭来：attack with;  overwhelming outpouring,1
barren,adj. 不育的：incapable;  producing # 不产生结果的; 无效的：no results # 贫瘠的：deficient # 极度匮乏的：lacking,1
barricade,n. 障碍物：obstruction;  rampart #v. 用障碍物阻止通过：prevent access,1
barter,v. 以物换物：trade;  without,1
batch,n. 一批次的量：unit #n. 一小群人：small number of persons,1
bathetic,adj. 平凡的; 陈腐的：commonplaceness,1
bawdy,adj. 下流的; 猥亵的：indecent,1
bedeck,v. 装饰; 点缀：make more attractive,1
belabor,v.（当众）严厉批评：criticize #v.  就···作过度的说明; 喋喋不休：explain;  excessively,1
beleaguer,v. 包围; 围攻：to surround #v. 使困扰; 使烦恼; 使消沉：trouble,1
belie,v. 错误的描述; 误述：picture falsely # 证明···为假：false;  wrong # 掩饰：shut off from view # 与···相对立; 与···相矛盾：counter,1
bellwether,n. 领导者; 带头人：lead,1
beneficent,adj. 仁慈的; 好慈善的：charity # adj. 对个人或社会）有益的：contributing,1
benign,adj. 好心的; 仁慈的：kindness;  gentleness #adj. 无害的：not causing,1
berate,v.（长时间）严厉指责：scold;  vehemently;  at length,1
beseech,v.（急切地）恳求：beg,1
besmirch,v. 弄脏; 弄污：make dirty #v. 诽谤; 玷污：detract from the honor,1
bifurcate,v.（使）分成两支：two branches,1
bigot,n. 固执己见者; 有偏见的人：obstinately devoted,1
bland,adj. 味道平淡的; 不刺激的：soothing # 无趣的：dull # 温和的; 和蔼的：not harsh,1
blandishment,n. 甜言蜜语; 讨某人好话：coax;  cajole,1
blasé,adj.（过度放纵之后）厌倦享乐的; 腻厌的：apathetic,1
blast,n. 爆炸：explosion #n.  一阵猛烈的强风：gust #n. 巨响：loud;  sound #v. 炸裂; 爆破：cause to break open #v. 斥责; 抨击：criticize harshly,1
blatant,adj. completely obvious; #大声喧哗的：noisy #adj.（让人生厌地）惹人注目的：noticeable,1
blazon,v. 使知名：make known openly #v. 修饰; 装扮：make more attractive,1
blemish,n. 缺点; 污点：imperfection #v. 损害; 玷污：reduce,1
blight,v.（使）枯萎：affect #v. 损害：impair,1
bliss,n. 极度快乐：ecstasy #n. 极乐世界：place of perfect happiness,1
blithe,adj. 愉快高兴的：happy lighthearted #adj. 无忧无虑的; 漫不经心的：freedom from worries,1
blueprint,n. 蓝图; 详细计划：architects’ plans #v. 事先计划：work out;  in advance,1
blunder,n. 过失：error;  mistake #v. 在···方面犯了很愚蠢且通常很严重的错误; 糟蹋：make a stupid;  error #v. 蹒跚：unsteadily,1
blunt,v. 使变钝：less sharp #v. 减弱（力度等）：weaken in strength or feeling #v. 直率的：direct;  brief,1
blur,v.（使）变得朦胧; （使）变得不清楚：vague #v. 使不易理解：unclear to the understanding,1
blurt,v. 突然说出; 冲动地说：abruptly,1
bluster,v. 狂妄自大地大声说：loudly arrogant #n. 大声吹嘘; 恐吓：loudly #n. 喧闹的状态：noisy,1
boggle,v. 因为怀疑、恐惧）犹豫：hesitate #v. 笨拙地做：unskillful way,1
boisterous,adj. 喧嚷的; 吵闹的：noisily,1
bolster,n/v. 支撑（物）：provide support #v. 鼓励、使有精力：boost,1
bombast,n. 夸大的言辞：pompous,1
bonhomie,n. 温和; 和蔼：geniality,1
boo,n/v. 嘘（以表示不满或嘲笑）：contempt;  scorn;  disapproval,1
boon,n. 恩惠; 福利：benefit #adj. 喜欢集体活动的：enjoy the company of others,1
boor,n. 粗鲁的人; 不敏感的人：rude,1
bootless,adj. 无用的：useless,1
bound,n. 界限：beyond which a person or thing cannot go #v. 给···设置界限：set limits #adj. 投入的; 坚定的：fully committed,1
boycott,v. 联合抵制; 拒绝参与：concerted refusal,1
bracing,adj. 令人振奋的; 给人带来活力的：giving strength,1
brake,v. 刹车：less rapid,1
brash,adj. 愚勇的; 鲁莽的：foolishly adventurous #adj. 缺乏判断力的; 不明智的：poor judgment,1
brassy,adj. 厚脸皮的; 不知羞耻的：rude boldness #v. 华而不实地炫耀：showy,1
bravado,n. 假装勇敢：pretense #n. 虚张声势：swaggering,1
bravura,adj/n. 优秀演技（的）：brilliant,1
brazen,adj. 蛮横大胆的; 厚颜无耻的：contemptuous boldness #n. 大胆自信地去面对或从事：bold self-assurance,1
breach,n.（对伦理、法律准则的）破坏：breaking;  moral or legal code #v. 违背：fail to keep,1
brevity,n. 简短; 简洁：shortness #n. 精炼：few words,1
bribe,v. 贿赂; 收买：give;  money,1
bridle,v. 限制show anger with offend,1
brisk,adj. 充满生机的; 有活力的：activity # adj.（言辞或方式）尖刻辛辣的; 刻薄的：keen or sharp,1
bristle,v. 怒不可遏; 咆哮：anger #v. 供应充足; 充满：copiously,1
brittle,adj. 易碎的; 脆弱的; 易坏的：broken #adj. 不热心的; 不真心的：lacking in friendliness,1
broach,v. 开启; 启封：open #v. 提出讨论：present,1
bromide,n. 陈词滥调：hackneyed,1
brook,v. 忍受; 容许：tolerate #n. 小溪流：creek,1
browbeat,v. 恐吓：intimidate,1
bruit,v.（未经证实地）散播（消息）：make;  the subject of common talk,1
buck,v. 阻止; 反对：refuse assent #v. 转移; 交接：shift possession,1
budge,v.（使）改变立场或态度：alter a position # v. 停止抵抗; 屈服：cease resistance,1
bulge,v. 凸起：protuberant #n. 比赛中的优势地位：more favorable condition #n. 暴涨; 突增; 在数目或数量上突然而且是临时性的增加：sudden;  usually temporary increase #v. 充满：copiously supplied,1
bully,n. 欺凌弱小者：intimidating manner #adj. 最好的; 最棒的：best,1
bumptious,adj.专横傲慢的; 自以为是的：superiority,1
bungle,v. 办遭; 失败：work clumsily,1
buoy,v. 使充满勇气和力量; 使振作：courage or strength,1
buoyant,adj. 有浮力的：floating #adj. 心情好的：good mood or disposition,1
burgeon,v. 迅速成长扩大; 蓬勃发展：grow;  rapidly;  flourish,1
burlesque,n/v. 夸张滑稽地模仿以嘲弄他人的文学艺术作品; 恶搞：make fun of,1
burnish,v. 擦亮; 磨光：make smooth or glossy,1
buttress,n. 扶墙：supporting;  wall building #v. 为···提供支撑的证据或者信息：provide evidence or information for,1
byzantine,adj. 错综复杂的：complicated;  secretive;  interrelated,1
cache,n. 囤货; 藏货：supply #v. 隐藏：hiding,1
cachet,n. 同意：approval #n. 声望：prestige,1
cacophony,n. 刺耳的声音：inharmonious sound,1
cadge,v. 乞讨; 乞求：beg,1
cajole,v. 哄骗：wheedle,1
calcify,v. 使僵化：inflexible;  unchangeable,1
calibrate,v. 调整; 使标准化：standardize #v.（根据标准）精确测量：measure precisely,1
calligraphy,n.（优美的）书法：elegant handwriting,1
callous,adj. 无同情心的; 冷漠的：unfeeling,1
callow,adj. 不老练的; 不成熟的：lacking;  experience,1
calumniate,v. 诽谤; 造谣; 中伤：false statements,1
camaraderie,n. 友情：friendly,1
cameo,n. 栩栩如生的描绘; 简洁生动的描述或刻画：brief;  vivid portrayal #v. 客串：brief but dramatic appearance,1
camouflage,v/n. 伪装; 伪装手段：deceive;  hide,1
canard,n. 谣传; 误传：misleading ,1
candor,n. 坦率; 直率; 诚挚：honest;  sincere,1
canon,n. 准则; 标准：standard;  criterion #n. 真经; 正典：authentic,1
canvass,v. 仔细检查; 详尽讨论：examine carefully or discuss thoroughly # v. 游说; 去（一个地区）的各处或找到（个人）来拉选票或订单：solicits votes or orders,1
capitulate,v. 投降; 默许：give all resistance,1
caprice,n. 一时冲动的决定：impulsive change #n.  反复无常; 善变：change;  impulsively,1
captivate, v. 吸引：attract,1
careworn,adj. 忧心忡忡的; 焦虑的：grief;  anxiety,1
cardinal,adj. 主要的; 非常重要的：foremost importance;  paramount,1
caricature,n. 用讽刺歪曲等手法的夸张; 漫画; 讽刺画：exaggeration #v.  嘲笑性模仿或夸张：copy;  exaggerate,1
carnal,adj. 肉体的; 物质的：physical #adj.  世俗的：worldly,1
carouse,v. 畅饮; 狂欢作乐：drink;  freely,1
carp,v. 对小事吹毛求疵; 挑剔; 表现不满：peevish criticism;  objections;  express dissatisfaction;  tiresomely,1
carve,v. 雕刻：three-dimensional representation #v. （通过长期不懈努力）开创; 开拓：produce or bring about,1
cast,n. 演员; 演员阵容：a set of characters #v. 选派（演员）：assign;  actor #v.  提出：give off #v. 抛弃：get rid of,1
castigate,v. 强烈（公开）指责：criticize #v.  惩罚：penalty,1
catalyze,v. 成为···的导火索; 导致：be the cause of,1
catastrophe,n. 大灾难：tragedy #n. 彻底的失败：utter failure,1
categorical,adj. 没有例外的; 无条件限制的; 绝对的：without;  qualification;  absolute,1
catholic,adj. 普遍的; 包容的：not limited or specialized,1
caustic,adj. 腐蚀性的：destroying;  eating away # adj. 挖苦讽刺的; 刻薄的：incisive sarcasm,1
caveat,n. 警告; 告诫：warning of a specific limitation,1
cavil,v. 挑剔; 吹毛求疵：quibble,1
cavort,v. 欢快地蹦跳或行走; 雀跃：sprightly,1
cede,v.（根据条约）放弃; 割让：surrender possession of,1
cement,n. 粘合; 粘合剂：uniting;  binding #v. consolidate,1
censor,v. 审查并删除不良的东西：examine;  delete,1
censorious,adj. 挑剔指责的：critical,1
censure,v. 公开表示反对; 谴责：public;  formal disapproval,1
census,n. 人口普查：survey;  population,1
cessation,n. 终止; 暂停：stopping of a process,1
chaff,v. 开玩笑：make jokes,1
chagrin,不安; 焦虑; 沮丧; 懊恼：distress of mind,1
chameleon,n. 变色龙; 善变的人：changes or adopts opinions,1
champion,v. 支持：support,1
chaos,n. 混乱：disorder;  confusion,1
charade,n. 装模作样：intended to deceive #n.  动作字谜：represented in pantomime,1
charlatan,n. 骗子; 装懂的人：fraudulent,1
chary,adj. 非常谨慎的：cautious,1
chase,v. 镂雕（金属）以装饰：decorate # v. 驱赶：force out,1
chasm,n. 分歧; （意见、利益或忠诚上）明显差异：pronounced difference,1
chauvinistic,adj. 盲目爱国的：excessive favoritism,1
check,v. 使突然停止; 阻止：arrest;  abruptly #v.  同意; 一致：agreement,1
cherubic,adj. 天使般可爱的：rosy,1
chicanery,n. 诡计多端的; 欺骗：deception,1
chide,v. 责备：scold mildly,1
choleric,adj. 易怒的; 暴躁的：angered #adj.  生气的：anger;  irate,1
chord,v. 与···和谐一致; 符合：accord;  agree,1
chromatic,adj. 彩色的：colors,1
chronic,adj. 经常发生的; 复发的：frequent recurrence #adj. 习惯性的; 不可能改变的：not likely;  change,1
churl,n. 粗野的人：rude;  boorish #n.  吝啬鬼：mean;  stingy,1
cipher,n. 无影响或无价值的人：no importance;  influence #v.  计算（价值）：determine;  mathematical operations # 密码：conceal,1
circuitous,adj. 迂回的; 不直接的：not;  forthright;  direct #adj.  冗长的：more;  necessary,1
circumlocution,n. 绕圈子说话：unnecessarily;  indirect;  evasion #n.  冗长：too many,1
circumscribe,v. 限制：limit #v. 包围; 围绕：surround,1
circumspect,adj. 谨慎的; 小心的：careful,1
circumvent,v. 躲避; 不遵从：avoid;  comply,1
civility,n. 彬彬有礼：courteous;  politeness,1
claim,n/v. 要求（权利）：ask for;  right #v.  断言：state as a fact #v.  剥夺生命：deprive;  life #v. 权利：right,1
clandestine,adj. 隐藏的; 秘密的：secret;  illicit;  improper,1
clarion,adj. 清楚响亮的：loud;  clear,1
clarity,n. 清晰; 清楚：clear;  lucidity #n. 清澈透明:easily seen through,1
clasp,n/v. 紧握：holding,1
clement,adj. 宽容的; 善良的：tolerant;  kind #adj. 气候温和的：neither;  high;  low,1
cliché,adj. 陈词滥调（的）：hackneyed,1
clog,n. 阻碍物：something;  movement;  progress difficult #v. 阻碍：difficulty #v. 堵塞：prevent;  through,1
clot,n. 密集的一群：a number of things;  a unit #v. 堵塞：prevent;  through;  filling with something #v. 凝结：jelly,1
cloudburst,n. 突然的一场暴雨：sudden copious rainfall,1
clout,n. 权力; 影响力：influence,1
cloying,adj. 甜得发腻的; 感情用事的：sweet;  sentimental,1
clumsy,adj. 笨拙的：lacking;  nimbleness;  lack;  skill #adj.  不文雅的：lacking;  grace;  inability;  graceful #adj. 不精致的：roughly,1
coagulate,v.（使）凝结; （使）变稠：coherent;  clot,1
coalesce,v. 合并; 融合：whole;  fuse,1
coax,v. 哄骗：pleading;  flattery;  cajole,1
coda,n. 终曲：concluding passage,1
coerce,v.（以武力）强制：force;  threat,1
coeval,adj. 同时代的; 同龄的：equal age,1
cogent,adj. 令人信服的：convincing #adj.  相关的：pertinent,1
cognizant,adj. 知道的; 意识到的：aware,1
collapse,v/n. 突然倒塌或收缩：fall;  shrink #n.  完全耗尽体力：depletion;  energy;  strength #n/v. 失败：unsuccessful,1
collude,v. 串通; 共谋（做坏事）：together secretly;  fraudulent;  deceitful;  conspire,1
